"global_id";"ID";"Name";"OnTerritoryOfMoscow";"AdmArea";"District";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"FullFeaturedBPAAmount";"LittleFunctionalBPAAmount";"BPAAmount";"RepairOfEscalators";"ObjectStatus";
"930238047";"1115";"Косино, вход-выход 5 в вестибюль 1";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"37.850991";"55.702815";"подземный";"Косино";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:39:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:14:00";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:39:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:14:00";"3";"";"3";"nested data";"действует";
"930240593";"1116";"Косино, вход-выход 7 в вестибюль 2";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"37.850286";"55.704281";"подземный";"Косино";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:39:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:14:00";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:39:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:14:00";"6";"";"6";"nested data";"действует";
"1032937415";"912";"Кропоткинская, выход из южного вестибюля";"да";"Центральный административный округ";"район Хамовники";"37.6016736";"55.7450636";"наземный отдельностоящий";"Кропоткинская";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:42:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:42:00";"";"4";"4";"nested data";"действует";
"1032937417";"924";"Комсомольская, вход 4";"да";"Центральный административный округ";"Красносельский район";"37.6568976";"55.7774812";"подземный";"Комсомольская";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:52:00";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:52:00";"";"8";"8";"nested data";"действует";
"1032937419";"921";"Октябрьская, выход 2 из вестибюля";"да";"Центральный административный округ";"район Якиманка";"37.6109171";"55.7294594";"наземный, встроенный в здание";"Октябрьская";"Кольцевая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:20:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:26:00";"";"2";"2";"nested data";"действует";
"1032991449";"1117";"Юго-Восточная, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"37.81790720";"55.7051263";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"4";"";"4";"nested data";"действует";
"1032991450";"1118";"Юго-Восточная, вход-выход 2 в вестибюль";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"37.81782137";"55.7057866";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"4";"";"4";"nested data";"действует";
"1032991451";"1119";"Юго-Восточная, вход-выход 3 в вестибюль";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"37.81648563";"55.7056321";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"4";"";"4";"nested data";"действует";
"1032991456";"1120";"Юго-Восточная, вход-выход 4 в вестибюль";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"37.81682895";"55.7058745";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:42:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:11:00";"4";"";"4";"nested data";"действует";
"1032991458";"1121";"Окская, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"Рязанский район";"37.78048645";"55.7187253";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"6";"";"6";"nested data";"действует";
"1032991459";"1122";"Окская, вход-выход 2 в вестибюль";"да";"Юго-Восточный административный округ";"Рязанский район";"37.78106045";"55.7190917";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"6";"";"6";"nested data";"действует";
"1032991460";"1123";"Окская, вход-выход 3 в вестибюль";"да";"Юго-Восточный административный округ";"Рязанский район";"37.78131257";"55.7194671";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"6";"";"6";"nested data";"действует";
"1032991461";"1124";"Окская, вход-выход 4 в вестибюль";"да";"Юго-Восточный административный округ";"Рязанский район";"37.78217712";"55.7186004";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:46:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:07:00";"6";"";"6";"nested data";"действует";
"1032991462";"1125";"Стахановская, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"Рязанский район";"37.75292723";"55.7274658";"подземный";"Стахановская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:49:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:05:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:49:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:05:00";"5";"";"5";"nested data";"действует";
"1032991463";"1126";"Стахановская, вход-выход 2 в вестибюль";"да";"Юго-Восточный административный округ";"Рязанский район";"37.75149493";"55.7271873";"подземный";"Стахановская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:49:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:05:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:49:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:05:00";"5";"0";"5";"nested data";"действует";
"1032991511";"1130";"Нижегородская, вход-выход 4 в вестибюль 1";"да";"Юго-Восточный административный округ";"Нижегородский район";"37.729302";"55.732024";"наземный отдельностоящий";"Нижегородская";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00";"9";"";"9";"nested data";"действует";
"1032991592";"1132";"Лефортово, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"район Лефортово";"37.70492863";"55.7644639";"подземный";"Лефортово";"Большая кольцевая линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:50:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:42:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:48:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 02:03:00, по 2 пути в 01:38:00";"5";"";"5";"nested data";"действует";
"1034720951";"1133";"Фонвизинская, вход-выход 4 в вестибюль 1";"да";"Северо-Восточный административный округ";"Бутырский район";"37.589056";"55.821730";"подземный";"Фонвизинская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:50:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:50:00";"0";"3";"3";"nested data";"действует";
"1034721000";"1134";"Фонвизинская, вход-выход 1 во 2-й вестибюль";"да";"Северо-Восточный административный округ";"Бутырский район";"37.586074";"55.823595";"подземный";"Фонвизинская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:50:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:50:00";"0";"3";"3";"nested data";"действует";
"1034721026";"1135";"Фонвизинская, вход-выход 2 в вестибюль 2";"да";"Северо-Восточный административный округ";"Бутырский район";"37.586546";"55.824017";"подземный";"Фонвизинская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:50:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:50:00";"0";"3";"3";"nested data";"действует";
"1034721029";"1136";"Ховрино, вход-выход 2 в вестибюль 2";"да";"Северный административный округ";"район Ховрино";"37.4800019";"55.8785425";"подземный";"Ховрино";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:02:00; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:00; последний поезд по 2 пути в 01:03:00";"";"4";"4";"nested data";"действует";
"1034721036";"1137";"Ховрино, вход-выход 3 в вестибюль 2";"да";"Северный административный округ";"район Ховрино";"37.4802943";"55.8780027";"подземный";"Ховрино";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:02:00; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:00; последний поезд по 2 пути в 01:03:00";"";"4";"4";"nested data";"действует";
"1034721044";"1138";"Хорошёво, вход-выход 2";"да";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"37.506481";"55.777711";"наземный отдельностоящий";"Хорошёво";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:00, по 2 пути 5:38:00; последний поезд по 1 пути в 23:34:00, по 2 пути в 22:58:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:00, по 2 пути 5:38:00; последний поезд по 1 пути в 23:34:00, по 2 пути в 22:58:01";"0";"3";"3";"nested data";"действует";
"1034721055";"1139";"Хорошёвская, вход-выход 5 в вестибюль 2";"да";"Северный административный округ";"Хорошёвский район";"37.520828";"55.777926";"подземный";"Хорошёвская";"Большая кольцевая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд в сторону станции «Рассказовка» по 1 пути 05:45:15, по 2 пути 05:41:00, в сторону станции метро «Деловой Центр» по 1 пути в 05:50:15; последний поезд в сторону станции «Рассказовка» по 1 пути 01:11:20, по 2 пути 01:41:20, в сторону станции метро «Деловой Центр» по 1 пути 01:13:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд в сторону станции «Рассказовка» по 1 пути 05:45:15, по 2 пути 05:41:00, в сторону станции метро «Деловой Центр» по 1 пути в 05:50:15; последний поезд в сторону станции «Рассказовка» по 1 пути 01:11:20, по 2 пути 01:41:20, в сторону станции метро «Деловой Центр» по 1 пути 01:13:20";"";"3";"3";"nested data";"действует";
"1034721184";"1140";"Шелепиха, вход-выход 3";"да";"Центральный административный округ";"Пресненский район";"37.52595206";"55.75659421";"наземный отдельностоящий";"Шелепиха";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:00, по 2 пути 5:41:00; последний поезд по 1 пути в 23:30:00, по 2 пути в 23:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:00, по 2 пути 5:41:00; последний поезд по 1 пути в 23:30:00, по 2 пути в 23:01:00";"";"2";"2";"nested data";"действует";
"1034752102";"1141";"Авиамоторная, вход-выход 10 в вестибюль";"да";"Восточный административный округ";"район Соколиная Гора";"37.71969085";"55.75326731";"подземный";"Авиамоторная";"Большая кольцевая линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:45:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:44:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 02:01:00, по 2 пути в 01:41:00";"";"";"";"nested data";"действует";
"1035316206";"1142";"Бутырская, вход-выход 4 в вестибюль 1";"да";"Северо-Восточный административный округ";"Бутырский район";"37.604347";"55.812523";"подземный";"Бутырская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:48:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:48:00";"0";"2";"2";"nested data";"действует";
"1035316210";"1146";"Измайлово, вход-выход 3";"да";"Восточный административный округ";"район Соколиная Гора";"37.742729";"55.788461";"наземный отдельностоящий";"Измайлово";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути 5:45:00; последний поезд по 1 пути в 23:32:00, по 2 пути в 23:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути 5:45:00; последний поезд по 1 пути в 23:32:00, по 2 пути в 23:13:00";"4";"0";"4";"nested data";"действует";
"1035316211";"1147";"Измайловская, вход-выход 3 в восточный вестибюль";"да";"Восточный административный округ";"район Измайлово";"37.783228";"55.787620";"наземный отдельностоящий";"Измайловская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"1";"1";"1";"nested data";"действует";
"1035316212";"1148";"Измайловская, вход-выход 4 в западный вестибюль";"да";"Восточный административный округ";"район Измайлово";"37.780152";"55.787611";"наземный отдельностоящий";"Измайловская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"0";"1";"1";"nested data";"действует";
"1035316213";"1149";"Измайловская, вход-выход 7 в западный вестибюль";"да";"Восточный административный округ";"район Измайлово";"37.780143";"55.787800";"подземный";"Измайловская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:01:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"0";"1";"1";"nested data";"действует";
"1035316215";"1151";"Лихоборы, вход-выход 3";"да";"Северный административный округ";"Головинский район";"37.55191336";"55.84843097";"наземный отдельностоящий";"Лихоборы";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути 05:30:00; последний поезд по 1 пути в 23:08:00, по 2 пути в 23:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути 05:30:00; последний поезд по 1 пути в 23:08:00, по 2 пути в 23:12:03";"";"3";"3";"nested data";"действует";
"1035316216";"1152";"Лихоборы, вход-выход 4";"да";"Северный административный округ";"район Западное Дегунино";"37.55388746";"55.84963207";"наземный отдельностоящий";"Лихоборы";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути 05:30:00; последний поезд по 1 пути в 23:08:00, по 2 пути в 23:12:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути 05:30:00; последний поезд по 1 пути в 23:08:00, по 2 пути в 23:12:00";"0";"3";"3";"nested data";"действует";
"1035316218";"1154";"Маяковская, вход-выход 3 в южный вестбюль";"да";"Центральный административный округ";"Тверской район";"37.597239";"55.769445";"подземный";"Маяковская";"Замоскворецкая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:25:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:25:00";"3";"0";"3";"nested data";"действует";
"1035316220";"1156";"Международная, вход-выход 2 в вестибюль 1";"да";"Центральный административный округ";"Пресненский район";"37.53331657";"55.74868927";"подземный";"Международная";"Филёвская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:02";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:02";"2";"0";"2";"nested data";"действует";
"1035316221";"1157";"Международная, вход-выход 4 в вестибюль 1";"да";"Центральный административный округ";"Пресненский район";"37.53292497";"55.74813803";"подземный";"Международная";"Филёвская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:03";"2";"0";"2";"nested data";"действует";
"1035316222";"1158";"Международная, вход-выход 1 в вестибюль 1 (1)";"да";"Центральный административный округ";"Пресненский район";"37.53453966";"55.74749657";"подземный";"Международная";"Филёвская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:04";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:04";"1";"3";"4";"nested data";"действует";
"1035316228";"1164";"Нижегородская, вход-выход 6";"да";"Юго-Восточный административный округ";"Нижегородский район";"37.730478";"55.732786";"подземный";"Нижегородская";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00";"9";"0";"9";"nested data";"действует";
"1035316232";"1168";"Раменки, вход-выход 7 в вестибюль 1";"да";"Западный административный округ";"район Раменки";"37.500945";"55.698424";"подземный";"Раменки";"Солнцевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:29:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:29:00";"0";"2";"2";"nested data";"действует";
"1035316233";"1169";"Саларьево, вход-выход 2А";"да";"Новомосковский административный округ";"поселение Московский";"37.422748";"55.621387";"подземный";"Саларьево";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"2";"0";"2";"nested data";"действует";
"1035316234";"1170";"Саларьево, вход-выход 2В";"да";"Новомосковский административный округ";"поселение Московский";"37.421949";"55.621721";"подземный";"Саларьево";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"2";"0";"2";"nested data";"действует";
"1035316235";"1171";"Саларьево, вход-выход 3А";"да";"Новомосковский административный округ";"поселение Московский";"37.422603";"55.621627";"подземный";"Саларьево";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"2";"0";"2";"nested data";"действует";
"1035316236";"1172";"Саларьево, вход-выход 3В";"да";"Новомосковский административный округ";"поселение Московский";"37.421745";"55.621642";"подземный";"Саларьево";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"2";"0";"2";"nested data";"действует";
"1035316237";"1173";"Саларьево, вход-выход 4А";"да";"Новомосковский административный округ";"поселение Московский";"37.422426";"55.621180";"подземный";"Саларьево";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"2";"0";"2";"nested data";"действует";
"1035316238";"1174";"Саларьево, вход-выход 4В";"да";"Новомосковский административный округ";"поселение Московский";"37.421498";"55.621575";"подземный";"Саларьево";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:54:20; последний поезд по 1 пути в 01:53:20, по 2 пути в 01:15:35";"2";"0";"2";"nested data";"действует";
